(8:1.8374,((1:0.7877,6:0.8595):0.6610,(2:0.5855,(4:1.3859,7:1.1496):0.9233):1.0656):1.0167,(3:0.8454,5:0.8711):1.0112);
(5:0.5489,((6:0.7572,(1:0.4550,2:0.5568):0.9693):1.2890,(4:0.9439,7:0.7024):0.9331):0.4876,(3:2.4042,8:2.2418):0.7109);
(2:0.8813,(4:1.0050,(8:0.7264,(1:1.0013,5:0.7925):0.7289):0.9828):0.7611,(7:1.9032,(3:0.7809,6:0.8919):1.1045):1.4402);
(5:0.5051,(7:0.8002,(2:0.5058,(1:1.7262,4:0.6333):0.6556):0.6459):1.6268,(6:1.3685,(3:0.7356,8:0.8988):1.6222):1.2758);
(2:1.4941,(7:0.7008,(5:0.9284,(1:1.4531,6:0.8066):0.7116):0.8077):0.6904,(4:0.6562,(3:1.1601,8:0.8093):1.5255):1.2562);
((4:0.9043,(1:0.6218,(5:0.7168,6:1.4798):0.6589):1.0936):1.7739,(3:0.6538,7:0.4749):1.0615,(2:1.3231,8:1.3042):0.9333);
(3:0.6127,((4:0.9577,(1:1.1853,5:1.1098):0.5792):0.9121,(2:1.5304,7:0.5297):0.7878):2.6714,(6:0.6574,8:0.7968):0.6697);
(2:1.0782,((1:0.8534,3:0.6466):0.8448,(5:1.3782,6:0.5782):0.6458):0.7243,(4:1.5535,(7:0.7436,8:1.7434):0.9273):1.2827);
(5:1.4504,(4:2.0177,(2:0.7402,3:0.6936):0.9270):0.9393,(8:0.6648,(6:0.7638,(1:0.8304,7:0.7207):0.9157):1.5379):0.7985);
(6:0.6243,(5:0.8188,(8:0.9345,(1:0.8640,2:1.4836):0.5071):0.6617):0.5823,(3:1.9544,(4:0.5633,7:1.0579):2.0608):0.8872);
(7:1.7085,(3:0.6722,(2:0.6310,5:2.0595):1.0580):1.7014,((1:0.5752,4:1.2598):0.5125,(6:0.4924,8:0.5236):1.0633):0.7426);
(3:0.6961,(2:1.1526,(4:1.3488,6:0.7422):0.7546):1.5406,(1:1.1908,(8:0.9906,(5:0.7266,7:1.0949):1.1312):0.6620):0.9690);
(2:0.8745,((4:0.7575,6:0.7593):0.7094,(1:1.1888,8:0.9787):1.1540):1.5561,(3:1.2990,(5:0.9213,7:1.1036):0.7416):0.9562);
(8:0.8944,(6:1.7610,(1:0.7662,(5:0.8284,7:1.2484):0.7186):1.5695):1.0240,(3:1.1130,(2:0.6066,4:0.5573):1.2403):0.6721);
(7:0.8119,(5:0.6831,(4:0.8916,6:1.0045):0.6749):0.5445,(8:0.8894,(3:1.0268,(1:0.4831,2:0.9763):0.9678):1.1996):2.8466);
(4:0.5494,(7:0.9108,(2:1.0923,5:0.7575):0.8352):0.4767,(8:2.1475,(1:0.9840,(3:0.6752,6:1.3361):1.1705):0.7314):1.3334);
(7:2.4967,(3:0.7077,(2:0.6995,6:1.3725):0.7298):0.7294,(1:1.1526,(4:0.9590,(5:0.8735,8:0.7861):0.8006):0.9273):0.7653);
((5:1.5402,(1:0.8469,(3:0.6458,6:0.8007):0.7338):1.2826):0.6621,(4:0.9059,7:0.6736):0.6012,(2:2.8463,8:0.5816):0.8794);
(4:1.0125,((1:0.9479,5:1.1686):0.6330,(3:0.8197,6:0.8627):0.7512):0.7883,(8:1.1079,(2:1.2224,7:1.7430):1.1281):0.8147);
(2:2.0889,(4:0.9573,(1:1.0148,(6:0.7072,8:0.6520):0.5989):1.0984):0.9897,(7:0.5726,(3:2.0067,5:0.4954):0.9783):0.8396);
((1:1.5082,(6:0.8286,(2:0.8264,3:1.0787):1.0813):0.9439):0.7262,(4:0.6529,5:1.4258):0.8239,(7:1.0844,8:0.6671):1.3525);
(4:0.8662,(5:0.7018,(3:1.5403,6:0.9841):0.6989):0.7851,((1:0.7950,7:0.8550):1.3153,(2:1.3218,8:1.4022):0.7254):1.0090);
((6:0.6768,(8:0.6880,(1:0.7056,3:0.7414):1.0299):0.7874):0.7049,(4:0.6435,5:0.9619):1.2856,(2:0.8004,7:0.9610):3.0136);
(8:0.8833,((1:0.7128,2:1.0801):1.4792,(6:0.7554,(5:0.8495,7:1.2988):0.6827):0.9764):1.6092,(3:0.9491,4:0.8054):0.9181);
(3:0.6599,(6:1.0026,(2:0.7044,4:0.7291):0.8878):0.6108,(8:1.7011,(1:0.8954,(5:0.7520,7:0.7287):1.0084):0.8550):2.4648);
((4:0.5117,7:0.8231):0.5102,(2:0.7784,5:0.5176):2.3560,((1:1.7888,6:0.8186):0.6339,(3:0.4392,8:0.8182):1.4581):1.5463);
(2:0.6711,(3:1.1916,(5:0.8006,7:1.8215):1.0297):1.0405,(8:0.8889,(1:1.5017,(4:0.5885,6:0.8035):0.7103):0.6144):1.3377);
(8:0.7108,(6:0.7154,(4:0.8376,(1:1.4590,2:1.4934):0.8546):1.0455):0.7611,(7:2.2478,(3:0.6209,5:0.7405):0.8824):0.6309);
(4:0.6683,(5:0.4908,(1:1.0905,(7:0.4735,8:0.5695):0.9955):0.6608):2.3780,(3:0.8542,(2:1.7540,6:1.1310):1.0646):0.8691);
(4:0.9641,(2:0.8897,(3:0.8427,7:0.5898):1.4412):0.7459,((5:1.2504,6:1.0867):0.8121,(1:1.8402,8:1.0669):0.6368):0.8336);
(3:1.2987,(2:0.7418,(4:1.0407,5:1.2602):0.9523):0.7486,(1:1.0453,(8:1.1054,(6:1.5909,7:0.7980):0.8307):0.8409):0.7466);
(8:1.2816,((1:0.5820,(4:0.7002,6:0.9781):1.0614):0.8854,(2:0.5653,3:1.6610):1.0072):1.2828,(5:1.0437,7:1.3716):0.5797);
(2:1.1343,(7:0.6312,(3:0.9666,5:2.1351):1.3342):1.0484,((1:0.6548,6:0.7641):0.8004,(4:0.7688,8:1.1815):0.8172):0.7635);
((7:0.9207,(3:1.3477,(1:1.1647,4:0.7042):1.0300):1.4153):0.8730,(2:0.6887,6:1.5148):0.7313,(5:0.7612,8:0.8293):1.0192);
(5:0.8345,((1:1.4950,4:0.7764):0.7946,(6:0.5578,(2:2.1783,7:0.7794):1.4168):0.5448):0.7897,(3:0.7860,8:0.8752):1.1714);
((4:0.6770,(5:1.1025,6:1.5347):0.6924):0.7464,(3:1.1700,7:0.6958):1.0234,(1:0.9669,(2:1.2974,8:1.1051):0.7684):1.2202);
((2:1.1555,(1:0.6459,4:0.7605):2.4355):0.8842,(5:0.7295,(6:0.6446,7:0.7999):1.4270):0.8259,(3:0.9247,8:1.1162):0.6507);
(4:0.6917,(6:1.4612,(3:0.8216,5:1.1345):1.3596):0.8992,(1:1.0721,(7:0.8930,(2:1.8497,8:0.5270):0.6820):0.8198):0.7885);
(5:0.8383,(6:1.2233,(2:0.9703,7:1.2028):1.2137):0.6586,(1:0.8801,(4:0.6692,(3:1.1034,8:0.7104):1.3658):1.1783):0.9859);
(6:0.7465,(2:1.0653,(4:1.1453,7:2.0336):0.5927):0.5498,(1:0.8120,(8:1.5009,(3:1.4523,5:1.0195):0.8060):0.5888):0.6874);
((3:0.6593,(5:0.9828,6:0.8857):0.8821):0.6538,(4:0.8675,7:1.0876):0.7879,(1:0.6089,(2:2.3080,8:1.1253):1.3504):0.8007);
(3:0.8453,((1:0.6285,2:1.4634):0.9884,(4:0.7536,5:1.1599):0.9874):0.7636,(7:0.8410,(6:1.8425,8:0.5481):0.5560):1.6224);
(6:0.6071,(2:0.6758,(3:1.5565,5:0.8254):0.7619):1.2901,(1:1.1005,(8:0.9837,(4:0.9989,7:1.5988):0.9143):0.8604):0.8266);
(6:1.1017,((1:0.6445,7:1.7612):0.8715,(5:0.5976,(2:1.1902,4:0.9125):2.8559):0.6504):0.6027,(3:0.6274,8:0.6225):0.5621);
(6:0.9641,((4:1.3627,(1:1.2156,7:1.0493):1.3889):0.8680,(2:0.7482,3:0.8723):0.8680):1.0532,(5:1.1761,8:0.6698):0.7639);
(8:1.2633,((1:1.8561,3:0.9997):0.8818,(7:1.0084,(4:0.5631,5:0.9288):0.6975):1.3311):0.7944,(2:1.0766,6:0.7324):0.8667);
(((2:0.9965,5:0.4650):1.7214,(1:1.0281,8:0.9635):0.5543):0.7904,(3:0.4687,7:1.0525):0.6338,(4:1.6657,6:1.2924):1.3678);
(3:0.6390,(2:2.3176,(1:0.7203,(5:0.7450,6:0.6373):0.6264):0.6699):0.8486,(4:0.6015,(7:1.0995,8:1.4844):1.5345):1.0761);
(8:0.9703,((1:1.0085,7:0.9896):0.7370,(4:1.1216,5:1.3348):1.5717):0.8200,(3:0.7240,(2:0.6878,6:0.6793):1.4084):0.9470);
(3:0.6140,(6:1.2842,(7:0.7748,(1:1.0906,8:0.9708):0.5483):1.1272):0.6938,(4:0.9175,(2:1.6457,5:1.9510):0.8595):0.5227);
(3:0.9152,(2:0.7352,(7:0.7247,(1:1.6603,5:1.0591):1.8038):0.7071):0.7044,(8:1.0608,(4:0.8251,6:1.2238):0.8869):0.6936);
(8:0.6351,(6:0.7009,(1:0.7780,(2:1.5407,5:0.7702):0.9593):1.3608):0.8656,(7:0.8738,(3:1.2147,4:1.6017):1.0035):0.6959);
(2:1.1992,((3:0.8669,(1:1.0476,4:0.7922):1.2377):1.2215,(5:0.5625,7:2.7376):0.7504):0.6613,(6:0.6677,8:0.7012):0.5541);
(((1:0.7546,3:0.6015):1.6495,(6:0.6666,7:0.6176):0.5714):1.0186,(4:1.3538,5:1.6844):1.5983,(2:1.0514,8:0.7660):0.6663);
(8:0.6970,(4:0.7498,(1:0.7378,(3:2.2989,7:0.8586):0.8314):1.4112):1.1351,(6:0.8797,(2:0.7916,5:0.6664):1.3644):0.5781);
(3:1.6304,(5:0.6327,(8:0.8267,(1:1.1945,4:1.0756):0.7596):1.6391):0.6926,(6:0.9119,(2:0.6618,7:1.1274):0.6181):1.2295);
(5:1.3605,((3:0.7121,7:1.9181):0.5855,(1:1.1693,8:0.7028):1.1509):0.6608,(2:1.1273,(4:1.0002,6:1.3609):0.6322):0.6195);
(5:1.7713,(6:1.4187,(3:0.4558,7:1.2979):0.4987):0.7368,((1:0.9712,2:0.6452):0.7611,(4:0.7633,8:0.8012):0.7926):2.0861);
(4:0.5911,((3:1.6431,6:0.8266):1.4162,(1:0.5362,(2:0.5942,8:0.9562):1.1309):1.1042):0.9793,(5:1.1099,7:1.5961):0.5159);
(3:0.7461,(7:1.2564,(5:1.6610,(1:0.6131,2:1.2050):1.6436):0.5329):0.5293,(6:0.5462,(4:0.7498,8:0.5396):2.1626):0.8143);
(8:0.7147,(2:2.1750,(4:0.9097,(1:0.6387,7:0.9615):2.0060):0.6564):0.7343,(3:0.6109,(5:0.7106,6:0.7561):0.9981):1.1279);
(((1:0.6587,2:1.4284):0.4628,(4:1.4000,6:0.8700):0.9783):0.8774,(3:1.6457,7:1.1092):0.8890,(5:0.6127,8:1.4684):0.5994);
(7:0.6907,((1:1.1212,5:1.5302):1.3016,(6:1.0841,(2:0.8012,4:0.7722):0.8841):0.7663):1.4985,(3:0.8027,8:1.0990):0.6484);
(5:0.7936,(4:1.3208,(1:0.9599,(2:0.6730,7:1.0794):1.6989):0.9042):0.9059,(8:0.8137,(3:0.8157,6:0.7354):0.8934):1.4063);
((1:0.8970,(3:0.6085,4:2.4417):0.6249):0.4997,(7:0.7149,(2:1.3481,6:0.7946):0.9128):1.4274,(5:1.2644,8:0.6609):0.8051);
(5:0.6606,(4:1.1763,(6:0.7273,7:0.8393):1.0490):1.2944,(8:0.7426,(1:0.6529,(2:0.9613,3:1.0707):1.7469):0.6726):1.4061);
(8:0.7735,(5:0.8829,(1:1.4005,(3:0.7780,4:1.4915):1.1573):1.7149):0.6565,(2:0.6865,(6:0.6029,7:1.3844):0.9147):0.5565);
(6:1.5163,((1:1.5996,4:0.7347):1.1341,(2:0.6320,3:0.6614):0.9879):1.5992,(5:0.5727,(7:0.8876,8:0.9242):1.0306):0.7197);
(4:0.7055,(2:1.1679,(8:0.7247,(1:0.7790,7:1.2791):0.9337):0.7496):1.3285,(3:0.6630,(5:0.7231,6:0.6087):0.5575):2.7797);
(3:0.7018,((4:0.8138,(1:0.7581,7:1.8155):0.8740):1.3543,(2:1.1562,5:0.6625):0.9269):0.8566,(6:0.6792,8:1.2758):1.1254);
((6:1.2309,(2:1.3257,(1:1.0172,7:1.2536):0.9071):0.6377):0.6163,(3:1.7506,4:0.6730):0.5144,(5:0.6203,8:1.4476):1.0056);
(5:1.1450,(7:0.7728,(2:1.0700,3:0.7312):0.8271):0.9788,(1:1.1239,(8:1.1553,(4:1.5203,6:0.7574):0.5888):1.5909):0.7387);
(6:1.9148,(3:0.9109,(7:0.7651,(1:0.9418,2:0.5865):0.7990):1.2004):1.5120,(4:1.5225,(5:0.5828,8:0.9319):0.6287):0.7036);
(4:1.0390,(1:0.6279,(7:1.6145,(3:1.0762,5:0.6299):1.0336):0.9674):0.6487,(2:0.7449,(6:0.6555,8:0.6812):0.9206):2.3606);
(8:2.0746,((1:1.1321,3:0.5390):0.5652,(2:1.5108,6:0.8721):1.5246):0.7093,(7:0.4700,(4:1.2809,5:0.6131):1.0373):0.6709);
(3:0.6188,((7:1.6469,(1:0.9319,8:1.6735):1.2498):0.6821,(2:0.7422,4:0.6466):1.1396):0.9036,(5:0.7678,6:1.3636):0.6335);
(6:0.9094,(2:0.9415,(1:0.9154,(3:0.7162,7:0.8146):0.6168):0.9695):1.4743,(8:0.8846,(4:1.8280,5:0.8849):1.3940):0.6508);
(8:0.9328,(6:1.6725,(5:0.9825,(1:0.8188,2:0.7759):1.2563):0.8161):0.7692,(3:1.1137,(4:0.7618,7:1.1654):0.7868):1.1483);
(4:1.5490,(5:1.2853,(1:0.4896,(2:1.0058,3:1.2567):0.5224):0.8202):0.8817,(6:0.8779,(7:0.8573,8:1.4506):0.7379):1.2657);
(3:0.9275,((1:0.6685,7:1.0452):0.6184,(2:0.7693,(5:1.0374,6:0.5812):1.2525):1.8579):1.1610,(4:0.9064,8:1.1163):1.0585);
(4:1.0847,(5:0.8297,(1:0.7283,(7:1.2571,8:0.6854):1.2152):1.9689):0.9183,(3:0.9149,(2:0.9618,6:0.8139):0.7497):0.8719);
(2:0.8710,(5:0.7300,(1:0.9241,(3:0.6923,7:0.9901):0.5908):1.8648):0.6465,(8:0.6262,(4:1.6091,6:0.6528):0.6254):2.1767);
((4:1.8487,(1:0.7981,(2:0.7295,7:0.9858):0.9244):0.8494):1.4474,(3:0.9742,6:0.7281):1.2592,(5:0.7841,8:0.7462):0.9251);
(4:1.3168,(6:1.0415,(2:1.0417,(1:0.7386,7:0.9737):1.5387):0.7931):0.7782,(5:0.7726,(3:0.8437,8:1.0352):1.3105):0.8157);
((1:1.1108,(3:0.9743,(2:0.8935,5:0.5511):1.3354):0.5205):0.6341,(4:2.4922,7:0.7944):0.8083,(6:0.8765,8:0.6922):1.3167);
((4:0.5715,(6:0.9850,(1:0.5937,3:0.7507):2.9831):0.5722):0.6105,(5:0.8385,7:0.9798):0.7421,(2:1.0883,8:0.8572):1.4275);
(4:0.6106,((1:0.5182,5:0.5884):1.1420,(6:0.6980,7:2.9579):1.5912):1.0534,(3:0.5836,(2:0.7306,8:0.6913):0.5941):1.2407);
(4:1.6898,(3:1.1717,(5:0.7576,6:0.6878):0.7744):0.6389,(1:1.6993,(2:1.2314,(7:0.9234,8:1.1783):0.8474):0.6842):0.7159);
(7:0.7416,(2:0.6876,(1:1.3557,(3:0.9947,6:0.7021):0.7303):0.7578):1.3910,(8:0.8435,(4:1.3211,5:0.8034):1.0759):1.5952);
(8:0.5722,((2:0.6005,(1:2.3987,5:0.7298):1.4391):0.5942,(3:0.7187,6:0.9117):1.3456):1.1114,(4:0.9020,7:0.7845):0.8917);
(7:0.9997,(1:1.2251,(2:1.0690,(5:0.6274,6:1.3605):1.3304):0.5847):1.1777,(8:0.6134,(3:1.4264,4:1.1125):0.8565):0.6167);
(3:1.1536,((1:1.2392,6:0.5952):0.5246,(2:1.2039,4:1.0054):1.2016):1.2952,(7:0.9929,(5:0.9449,8:1.1568):0.9001):0.7864);
(3:0.8927,(6:1.1136,(7:1.7605,(1:1.1197,2:0.9567):0.9805):0.8756):0.7857,(5:0.6970,(4:0.7124,8:1.1624):1.0730):0.8702);
(8:0.5496,(2:1.1427,(7:1.0435,(1:0.9029,6:2.3119):0.6041):1.7085):0.7111,(4:1.0357,(3:0.6945,5:0.8996):0.8404):0.5555);
(4:0.8262,((1:1.9283,7:0.6494):0.6695,(2:1.0671,3:0.9695):1.4134):1.0688,(5:0.8601,(6:1.0897,8:0.6451):1.1746):0.6382);
(8:0.6930,(2:0.7310,(6:0.9686,(1:0.8235,7:0.6845):0.6342):1.0057):1.1240,(5:2.2858,(3:0.8058,4:0.9702):1.4291):0.8445);
(7:1.5946,(3:0.8434,(1:0.5553,(4:0.6859,5:1.2294):1.2730):0.6382):0.6277,(6:1.2681,(2:0.5533,8:1.8645):0.5534):1.3131);
((4:0.7666,6:0.6884):0.5068,(2:0.5637,7:1.4403):0.6893,(8:3.9981,(1:0.6251,(3:0.7929,5:1.0178):0.4557):0.7875):0.6678);
(7:3.2115,((5:0.7443,(1:0.6668,6:0.5675):0.8846):0.5857,(2:1.1386,4:0.5077):0.5586):0.7965,(3:0.9814,8:0.5601):1.7967);
(7:0.6480,(5:0.8299,(8:0.8355,(1:0.6986,6:1.2256):1.2922):0.6014):2.5608,(4:0.6735,(2:0.8138,3:1.1670):0.9818):0.6718);
(3:1.0524,(6:1.1025,(4:0.8946,5:0.6855):1.2673):1.5727,(8:1.0954,(7:0.7282,(1:0.7201,2:0.8304):0.9387):0.9154):1.1970);
(7:0.5527,(6:2.9429,(2:0.6501,4:1.5022):0.7483):0.8057,(1:0.8754,(8:0.8935,(3:0.5387,5:0.8753):1.0698):0.9167):0.6287);
(6:0.8127,(2:0.9022,(1:1.4474,(4:1.2849,7:0.8040):0.6166):1.9764):0.6698,(3:0.6034,(5:0.7427,8:1.4005):0.8869):0.8525);
((3:1.5275,(8:1.2222,(1:0.5955,5:1.0936):0.5559):0.9950):0.5618,(4:1.7794,6:0.6263):0.8239,(2:0.6747,7:1.8379):0.7063);
(7:0.8023,(4:1.6708,(2:1.3255,6:0.5628):1.7208):0.8641,(1:0.6192,(5:1.1848,(3:0.9785,8:0.5458):0.6499):1.4119):0.6636);
(3:0.6481,((1:0.8124,2:0.6073):0.6207,(5:0.6680,7:0.9295):1.2771):0.8497,(6:2.2272,(4:0.7363,8:0.8632):1.1667):1.5939);
(7:0.6060,(4:1.0175,(8:0.8976,(1:1.2006,3:0.9182):0.8482):1.5015):0.6938,(2:0.5500,(5:1.1161,6:2.1118):0.8425):0.6961);
(6:0.5188,((5:0.8774,7:1.2366):1.2952,(8:0.5736,(1:0.7988,2:0.5633):1.3846):1.7699):0.8048,(3:1.0343,4:1.1278):1.0149);
((6:0.6780,(5:0.9674,(1:0.9368,3:1.3702):1.1106):0.7206):1.0599,(2:0.8090,7:1.2341):1.5094,(4:1.2502,8:0.5602):0.7936);
(2:0.7398,((4:1.6974,(1:1.0065,3:2.0647):0.6691):1.0064,(5:0.5260,7:1.2109):0.6433):1.0506,(6:1.0647,8:0.7823):0.5384);
(3:0.8799,(4:0.6291,(2:0.5574,6:1.1531):0.7353):0.5437,((1:1.6059,7:2.0125):0.7727,(5:0.8381,8:1.2434):0.9516):1.0774);
(5:0.5936,((1:0.7694,2:1.2359):1.4179,(4:0.7077,7:0.5988):1.6280):0.7856,(6:0.7176,(3:0.7440,8:0.7669):1.1996):1.8350);
((6:0.6547,(1:0.6424,(2:0.6621,8:0.7461):0.6318):1.4680):0.8501,(3:1.8029,4:1.7686):1.4590,(5:1.0957,7:0.5903):0.6284);
(3:0.8519,(2:1.0200,(1:1.1189,(5:0.7365,8:1.2387):1.2569):0.8169):0.6336,(6:1.3528,(4:1.1946,7:0.9081):0.5778):1.2931);
(3:0.5255,(1:2.1890,(5:1.2662,(2:0.5323,6:0.5702):0.8733):2.2035):0.6654,(7:0.8680,(4:0.8931,8:0.5389):0.5893):1.2854);
((3:0.7744,7:0.4325):1.4111,(2:0.3992,5:0.4608):1.0795,(6:0.4149,(8:0.6061,(1:1.7125,4:3.8223):0.4479):0.6775):0.7613);
(7:0.5857,((1:0.9899,5:0.9294):0.5317,(6:1.5706,(2:1.1064,3:0.7944):1.1199):1.6259):0.7491,(4:0.7551,8:0.8558):1.3862);
(8:0.4655,(3:0.5373,(7:0.5187,(1:1.4189,5:0.5078):0.7938):1.4238):1.0345,(6:0.8305,(2:1.5236,4:1.1438):2.0393):0.7625);
(4:0.7411,((6:1.2712,(1:0.6414,5:0.9779):0.6593):1.6652,(2:0.5937,7:0.7145):2.7080):0.6954,(3:0.7109,8:0.6985):0.9227);
(3:1.8797,((1:0.5478,4:0.5376):0.7623,(5:2.1423,6:0.6976):0.5441):1.2002,(8:0.5413,(2:0.8482,7:0.7893):1.0033):1.5063);
((2:0.9394,7:0.8577):0.6385,(3:1.6690,4:0.7021):0.6050,(1:0.9044,(6:0.7735,(5:1.0185,8:0.6321):1.5249):0.9555):1.7793);
(7:0.8889,((5:1.0875,(1:0.9535,8:0.7930):0.7152):1.3435,(2:2.1081,6:0.9364):0.7123):0.7105,(3:1.0862,4:0.7923):0.8729);
(6:0.5994,(5:1.0591,(2:1.6541,(1:0.7474,8:0.8735):1.0785):1.0687):1.4340,(4:0.5740,(3:0.9833,7:1.1905):0.8881):0.8495);
(8:0.7827,((1:1.3009,3:0.9726):1.0822,(5:0.6854,(2:1.9020,4:0.6104):0.9430):0.7802):1.6967,(6:0.7243,7:0.5592):0.9603);
(5:0.6755,((1:1.0680,2:0.7204):0.8293,(3:1.2166,(6:2.1729,7:0.6697):1.2414):0.7778):0.7662,(4:0.6636,8:0.8420):1.3565);
(8:1.3917,(1:0.9008,(5:0.9857,(2:1.5797,6:0.5991):0.5826):0.5793):0.8118,(4:1.0695,(3:0.8877,7:1.0578):0.7016):1.8528);
(4:0.7779,(3:1.1626,(1:2.0501,(2:0.7494,7:0.8791):0.7514):0.6718):0.5391,(8:0.7228,(5:2.4030,6:0.6447):0.5734):1.0747);
(2:1.7571,(5:0.9111,(1:1.5502,(3:0.6634,8:1.0349):1.0460):0.7635):0.7786,(7:0.6498,(4:0.7954,6:1.5349):0.7171):0.7980);
(5:0.9429,(2:0.8292,(6:0.7893,(1:2.0602,7:0.8904):0.7275):0.9768):0.7904,(4:0.7414,(3:0.6280,8:0.8229):0.8811):1.9199);
(8:1.2119,((1:0.6126,6:0.7210):0.9173,(5:0.8386,(2:1.3305,7:0.7015):2.3659):0.7268):0.6089,(3:1.5210,4:0.8320):0.6119);
(3:1.5599,(7:1.2172,(4:1.7321,6:0.8973):0.7112):0.6031,((1:0.7825,2:1.0252):1.1118,(5:1.1410,8:0.9503):0.5845):0.6839);
(6:0.9971,((1:1.3296,4:0.6838):1.2430,(2:0.9330,5:0.5988):0.7726):0.7211,(8:2.5041,(3:0.9340,7:0.7104):0.8530):0.7195);
(3:1.2068,(7:0.6641,(5:0.7210,6:0.7559):1.2111):0.5913,((1:0.5356,2:1.9986):1.2544,(4:0.6673,8:0.8725):1.5329):0.9884);
((2:0.5739,(7:0.5654,(1:0.8160,6:0.6279):0.9753):0.9835):0.8418,(4:1.2027,5:2.1282):0.8616,(3:0.7277,8:0.7639):1.9321);
((4:0.7412,(1:0.7550,2:1.3048):0.7159):1.0990,(3:0.8779,(5:1.2414,6:0.6422):1.0547):0.7417,(7:1.2734,8:1.9006):0.6523);
(5:0.9526,(1:1.1534,(4:1.0011,(2:0.6176,7:0.7003):1.5918):0.6689):0.7517,(3:1.2193,(6:2.0162,8:0.8960):0.7280):0.7033);
(6:0.8484,(7:1.7325,(3:1.4605,4:1.0518):0.7758):0.5961,(5:0.6483,(1:0.9752,(2:0.7204,8:1.1558):0.7713):0.6056):1.6583);
(6:0.8432,(2:0.8979,(8:1.7869,(1:0.6287,4:0.7277):1.7456):0.9756):0.8506,(5:0.6210,(3:0.8547,7:0.6772):1.5578):0.8329);
(3:0.7348,((2:0.6953,(4:0.5971,5:0.7616):1.4960):0.9317,(1:1.2739,8:0.8378):1.2233):0.7614,(6:0.5826,7:1.8270):1.2775);
(3:1.7076,(5:1.2317,(6:0.8800,7:1.4359):0.6648):1.3585,(4:1.0858,(1:0.6796,(2:0.8147,8:0.6685):0.7327):0.8626):0.8775);
(6:0.9552,(2:0.7333,(3:2.1908,(1:0.7054,5:0.7137):1.7814):1.0249):1.3989,(4:0.7211,(7:0.6170,8:0.6070):0.6225):0.9288);
(2:0.8883,((5:0.6562,6:1.1774):0.6671,(1:1.2730,8:1.0581):0.9000):0.6171,(3:1.2750,(4:1.0153,7:0.7881):1.4710):1.2136);
((3:0.8068,7:0.7025):1.3681,(2:0.6423,6:0.7324):0.7041,(1:0.7847,(8:1.0188,(4:1.7870,5:0.7742):1.5691):1.3331):0.7769);
(8:0.8228,(6:0.5956,(2:1.3959,(1:0.8041,4:1.4367):1.4376):1.3042):0.7774,(5:1.2456,(3:0.7067,7:1.0903):0.6686):0.7145);
(3:0.6545,(7:0.9894,(1:1.4997,(2:1.1939,4:1.6735):1.4772):0.6987):0.8287,(8:0.7475,(5:0.7847,6:0.6574):0.7885):1.0063);
(5:0.7184,((1:1.2247,2:0.5168):0.7680,(3:1.5513,4:1.9266):0.7980):1.0801,(8:0.9921,(6:0.5637,7:1.0779):1.1832):0.5993);
((5:0.6300,(3:1.2896,(1:1.4787,8:0.9985):0.6980):0.7258):1.7981,(2:0.8661,6:0.7434):0.8821,(4:0.9723,7:0.9894):0.9282);
((3:0.7950,(1:0.5586,2:3.7089):0.6109):0.9124,(4:1.1958,(5:1.1784,6:0.5800):0.6744):0.8145,(7:0.5153,8:0.6777):0.7781);
(5:0.8165,(3:1.0270,(4:0.6572,7:1.2793):0.6150):0.6170,(1:0.9289,(8:1.1970,(2:1.2951,6:0.6655):0.7106):2.0443):1.1466);
((6:0.6590,(2:1.4921,4:0.6669):0.6370):1.1671,(5:0.8256,7:1.1416):1.3043,(1:0.9229,(3:0.6749,8:0.9469):1.6195):0.9421);
(8:0.9719,((1:0.7004,2:0.9917):1.0664,(3:0.8191,(4:0.5959,5:0.6172):1.1100):1.7864):0.6087,(6:1.1891,7:1.6958):0.8475);
(3:0.5659,(6:1.2341,(2:0.7530,(1:0.5315,7:1.0990):0.6826):2.1467):1.7261,(4:0.4917,(5:0.6502,8:0.9297):1.0462):1.1432);
(2:0.7407,(5:0.6110,(6:0.7084,(1:0.7374,3:1.9335):1.3017):0.9512):1.0725,(7:0.7238,(4:0.7955,8:0.7174):1.5218):1.1851);
(5:1.4950,(3:0.6859,(1:0.7014,(2:0.9945,6:0.7716):1.5643):1.6091):0.7636,(4:0.8430,(7:0.6209,8:0.8107):0.9792):1.1607);
(3:0.6135,(6:1.1632,(2:2.1162,7:0.8535):1.0792):0.8567,(8:1.5745,(5:0.5759,(1:0.5495,4:0.9384):0.6063):1.2364):0.8366);
(8:1.9763,(3:0.7862,(4:0.8463,(1:0.8017,6:0.9561):0.6894):1.1171):1.5351,(2:0.6524,(5:1.4265,7:0.4922):0.7251):0.9954);
(4:0.4889,(3:0.5425,(1:0.7291,(2:0.7733,5:0.6706):1.3339):1.9549):1.4593,(8:1.0830,(6:0.7073,7:0.9909):1.0378):1.2287);
(2:0.5896,(5:3.0219,(4:0.7257,7:0.7473):0.6971):0.7758,(1:1.0412,(8:0.7086,(3:1.6736,6:0.6082):0.8071):0.6653):0.9385);
((1:0.5991,(2:1.9371,(4:1.3692,6:0.5212):0.7933):0.5041):0.7020,(3:1.0858,5:0.6128):0.5281,(7:1.0036,8:0.5060):2.8377);
(6:0.9881,(2:0.8313,(4:0.8888,5:0.8459):0.8670):2.2125,(8:1.0102,(1:1.7615,(3:0.7363,7:0.6660):0.7419):0.8016):0.6489);
